S_CTUID,58,59,60,63,64,65,81,83,87,88,89,90,1617,1618,1619,1620,1667,1668,1669
5350521.04,2.8,5505,3075,2430,1565,170,1465,900,390,215,135,35,2325,1650,675,0,2320,1560,760
5350513.02,2.6,5325,2895,2430,1465,200,1390,830,400,255,90,55,2445,1115,1335,0,2450,1560,890
5350079,2.5,5830,3395,2430,1545,190,1670,1070,360,230,105,30,2925,2205,725,0,2925,2200,725
5350215,2.4,5740,3315,2430,1525,155,1620,885,315,195,100,20,2800,2225,575,0,2800,2060,745
5350269.01,2.4,4290,1860,2430,1665,180,895,540,455,270,125,60,2080,275,1810,0,2080,1070,1005
5350461.02,2.8,6735,4310,2425,1700,130,2125,1175,265,155,95,20,2825,2460,360,0,2725,2035,695
5350378.24,2.7,5415,2990,2425,1385,115,1390,820,325,225,85,10,2130,1855,275,0,2130,1205,930
5350576.67,4.6,6225,3800,2420,1885,125,1820,1405,320,140,120,65,1740,1605,130,0,1740,1060,680
5350244.01,2.9,4715,2295,2420,1640,185,1105,705,455,240,130,80,1930,1285,640,0,1925,1315,610
5350424.08,3.5,6310,3895,2415,1940,95,1910,1430,215,110,80,25,2140,2025,110,0,2135,1475,660
5350412.18,3.4,6560,4150,2415,1970,60,2040,1350,180,100,60,15,2225,2160,65,0,2225,1940,285
5350366,3,5115,2695,2415,1695,190,1290,840,455,280,115,50,2045,1260,785,0,2050,1515,540
5350402.06,2.5,5235,2825,2410,1505,155,1370,795,380,235,120,25,2390,1335,1060,0,2390,1330,1065
5350114,2.2,4610,2205,2405,1530,150,1050,540,255,175,65,15,2390,1090,1305,0,2385,1435,950
5350302.01,2.6,5515,3115,2400,1595,110,1525,875,320,215,80,20,2355,2010,350,0,2355,1660,700
