S_CTUID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
5350299.01,6256,6015,11990,10631,13749,50280,13669,2.8,57596,126210,17234,64828,64815,27778,7407,94.7,77.4,5.3,88672,36736,13.6,11.9,67763,12500,5761,8971,2634,4774,1152,823,412,5350,4609,412,247,63210,68027,31973,0,70000,30000,3043,15797,14638,36812,15942,1884,56812,24348,63.4,7.4,54159,36460,5664,36106,50796,12920,1152,10947,30535,4856,11358,1893,21070,13498,2469,2634,0,247,576,9218,6337,20082,494
5350299.02,5247,4145,6292,4290,22307,51668,15348,1.9,52017,158449,19006,35983,81395,13953,4651,93.2,74.8,7,53712,45397,28.1,25.2,62500,31679,11832,20802,2004,3149,2195,2385,859,10496,10401,859,763,33015,54707,45115,0,50446,49733,1765,9559,11912,41912,20294,2500,52647,35882,59.1,8.1,35271,49612,11628,33204,55340,11650,286,6966,10210,2672,3817,859,12595,8588,1622,2863,286,1527,954,15458,12595,37500,191
5350300,13667,10038,8562,5854,23198,54263,8123,2,54064,151481,16905,43513,72727,24545,2727,95.4,83.4,4.6,57440,48414,27.7,24.9,59151,31259,7870,23133,2196,2196,3258,2599,988,13104,8675,769,403,32906,61610,38390,0,49063,50937,1692,10735,13062,41935,19249,2062,52540,34974,65.2,8.1,46429,43627,6723,34360,54374,11267,329,7357,13287,3148,5381,732,9846,9846,2013,4026,439,1318,732,19217,8309,37372,183
5350301.01,2915,2862,12350,10806,12521,46998,17153,2.7,59708,115035,18557,61151,66667,23333,10000,92,71.6,8,73429,38997,14.1,11.9,69322,13559,7445,16074,4230,9645,1692,677,677,5076,2369,338,2369,47377,56808,43192,0,69484,30047,3313,15964,18072,33434,14458,1205,49245,31420,60,6.4,54887,34211,3383,42481,41353,16165,1525,9492,22203,5763,7966,1017,11525,14746,4237,2373,678,678,678,10508,7627,32881,0
5350301.03,6949,4402,12806,9281,24964,46115,6906,2.5,55074,147717,13487,60000,64516,24194,12903,89.1,83.2,10.8,47115,35237,35.2,30.4,43597,46114,27737,19453,5251,7618,2959,5473,148,7692,3254,296,814,17825,28520,71841,0,43682,56318,4557,12685,13547,36330,19335,1108,34194,48462,56.9,12.2,36545,54319,5814,30731,44850,24252,518,3849,6958,1702,2147,518,5107,6070,3479,4293,740,2961,814,14360,27239,31754,148
5350301.04,5859,4069,9719,8951,24893,48338,8184,2.3,49111,183501,16473,53390,62500,28125,10938,89.2,82,10.8,49562,35712,30.6,26.1,52000,36083,21167,21500,5500,6667,1917,6917,1417,9750,2583,333,833,17917,38095,61905,0,51896,48104,5938,16464,16599,34143,15115,1215,40486,37247,59.4,10.1,43664,45719,4795,35445,42979,21747,833,5833,6500,1167,2167,167,4167,5833,4083,3500,750,2917,1333,19833,20500,34250,167
5350302.01,6253,6387,7360,10160,11840,47440,23360,2.6,56482,128250,18125,57377,67188,25000,6250,87.2,70.5,12.9,68039,37824,13,11.3,73600,13280,6320,28720,3680,2800,1360,2880,1200,2560,2400,1280,640,44880,85350,14862,0,70488,29724,4655,19219,18018,35135,9459,1802,45045,30931,53.6,9.8,61202,28597,3643,43716,36430,20036,720,8720,14560,3120,4640,480,6800,21760,2480,3360,160,2160,560,8560,6400,38080,320
5350302.02,6140,6177,9039,11482,14251,46743,18241,3,55366,137393,17021,62989,63889,25000,9722,84.1,71.3,15.9,59008,29248,21,19,60439,25508,7474,37287,6336,6011,650,2518,812,3899,1137,244,569,30950,63325,36430,0,65441,34314,9105,21142,18827,24228,10648,1852,34414,35185,52.8,10.3,53640,35441,2299,35824,40421,23563,244,6174,7311,1381,3168,325,3574,19415,4955,1137,1625,894,731,9098,7717,47035,162
5350302.03,3425,3580,8905,9635,16934,46715,17956,3.1,54849,140549,15985,62179,68571,25714,5714,83.8,72.9,16.1,59307,27157,19.6,19,61324,25147,13382,45294,3676,1912,588,2059,0,2353,882,441,294,27941,78125,21875,0,63677,36323,9524,18254,19312,30688,8201,1587,37302,34656,53,9.7,62718,31010,697,36458,39583,23958,736,5155,5302,1473,1325,0,2356,18704,3240,884,0,736,0,5449,13402,49337,0
5350303,5355,5425,11391,12045,16246,49860,10644,2.9,52691,154894,19385,70536,57971,28986,11594,83.1,74.3,16.9,49843,24832,30.8,26.2,51044,35294,10057,20588,6262,17078,2372,3985,474,11290,3700,190,1044,20873,23204,77072,0,56077,44199,9318,18636,20799,28785,9151,1664,27288,44592,55.6,11,47835,40909,5195,37527,37527,25163,190,5403,6540,1991,3033,664,6256,7299,4171,2559,474,569,1137,20569,10142,43697,190
5350304.01,4541,4540,12996,12665,16189,49339,8921,2.8,53206,150000,22741,70213,60317,23810,14286,83.4,76.6,16.6,48457,30528,30.2,24.6,53189,29514,10486,12649,9081,8324,3568,3243,216,14919,2378,649,0,32649,10398,89908,0,51692,48615,8491,20000,19623,27170,9623,2264,31132,40566,58.5,11.4,48166,44254,2445,30318,44743,24939,757,8649,8865,1405,4324,324,12973,6811,6054,4000,1838,1297,1297,24108,10486,25189,0
5350304.02,4777,4168,9215,7120,11204,46911,25340,2.5,60526,105731,18182,51867,69767,25581,6977,91.5,69.6,8.5,81920,47936,11.9,10.1,76372,10974,5381,33296,1345,1345,1570,1345,561,7511,4036,1233,224,41031,87430,12570,0,72626,27095,2564,14004,13412,34714,18738,2761,53846,29586,55.8,6.4,60814,30025,2799,35714,45153,19133,561,7175,17937,3251,6054,1121,10987,10202,1794,2242,224,673,897,12332,5605,41480,0
5350304.03,2898,2938,10017,12263,14508,46805,16235,3,53265,150958,18261,62992,48889,31111,22222,88.9,71.7,11.2,76083,39936,18,14.2,65700,15358,7338,28498,10751,10922,2901,341,1706,4266,2730,0,1024,25768,73298,26702,0,68063,31414,7055,19939,20552,30982,11350,1534,42945,30061,57.4,10.1,50988,41502,1581,29644,47826,22134,342,6325,15385,2051,5128,1026,9915,7009,5470,3590,3419,342,2222,6496,7692,45983,0
5350304.04,3724,3668,12752,9664,15570,51409,10336,2.7,56281,131884,20599,67066,68293,24390,9756,85.9,78.6,14,51098,31168,27.3,21.8,54194,27830,15559,12633,3989,13830,2793,6516,1064,8910,1596,266,665,29388,13732,86268,0,52650,47703,3812,18161,17937,28251,14350,1794,33184,45067,59.8,9.2,35860,52187,5831,33819,39942,26531,665,5718,7181,1729,2793,266,8378,13298,4255,3457,399,2527,399,20479,15027,31383,0
5350304.05,2847,2881,6140,8772,12807,38246,34561,2.6,55577,128521,15859,49275,75000,20833,4167,84.8,51.9,15.2,65792,46720,19.1,16.8,71649,17526,12715,42955,2405,2405,0,1718,0,4639,2577,344,515,26632,90000,10455,0,62557,37900,3333,16667,10741,37407,15926,4074,42222,37778,43,10.7,58333,31250,3646,39063,41146,20313,0,2577,7045,1031,2062,687,10137,6186,1203,2234,859,1375,2062,9107,13574,50000,0
5350304.06,5807,6057,8786,8786,13781,48923,19724,2.6,56436,130000,19545,60364,68519,25926,5556,87.8,71,12.2,58342,34773,20.4,17.5,65833,22088,11724,35862,4397,4052,1466,2931,1552,6207,3707,345,603,25431,79819,19955,0,59318,40909,3864,12828,19011,34621,13910,2473,39009,44272,55.1,9.2,55734,39034,1408,33735,40161,25703,172,4828,9138,1121,2155,345,8879,7328,3966,1810,172,1724,1293,11638,12328,46638,0
5350305.01,4451,4586,6854,10225,13258,45169,24494,2.8,62658,102626,13220,56250,67742,32258,3226,94.1,61.4,5.9,103872,54272,12.8,11.4,74338,12888,5639,34522,690,575,230,1266,690,10587,4028,230,230,39586,94498,5502,0,69836,30492,2655,11726,14602,35619,19248,2655,49558,36062,51.5,6.3,65528,25466,2795,39252,50779,9969,345,7020,14614,1611,4718,1036,15650,7710,0,575,230,806,345,16341,5754,41082,230
5350305.03,4914,4865,7935,9766,14547,49847,17803,2.2,55981,132573,21053,50649,74545,20000,3636,92.2,64.4,7.9,59392,43947,25.9,21.8,66196,22503,4435,20867,2218,3125,1915,2218,907,10685,10484,1512,202,39617,40724,59502,0,53741,46259,2532,11935,15371,38517,16817,2351,48195,37365,56.5,8.8,50461,37788,5760,37097,49078,13825,706,8165,16230,4133,4435,504,14617,8871,2823,3427,605,1613,202,16431,4738,37802,706
5350305.04,9133,5282,7338,4655,22453,52738,12924,1.8,52597,152583,18519,39268,73973,23288,1370,93.4,81.8,6.6,50235,42229,29.9,26.1,60472,31387,7636,27962,3369,2976,2471,2021,842,14879,9882,1067,618,24649,52801,47199,0,47297,52703,2267,12632,16680,40810,14575,1781,51498,33522,63.4,6.9,51778,40586,3870,33682,51151,15481,561,6232,10724,2471,3930,618,8029,7075,3032,3200,393,674,449,20270,7861,44526,0
5350306.01,4574,4679,8852,13443,16503,45464,15628,3.1,54231,148227,15449,66995,49091,30909,20000,91.3,65.1,8.5,66970,32704,24.9,22,65955,17823,4696,43436,8111,747,747,1281,534,8858,4162,320,534,24760,81507,18493,0,64605,35739,6036,15493,14889,35211,15091,2213,50202,28427,52.2,6.7,60286,29714,2000,42286,41714,15714,534,6838,12927,2350,3526,1389,4701,7479,4274,1496,1496,0,3098,13889,4487,51068,0
5350306.02,4793,4375,9281,11157,15120,48801,15641,2.8,58333,126087,14203,65066,59459,32432,10811,94.8,71.6,5.2,75776,42325,19.9,18.2,66203,18824,6531,45289,1285,1071,2355,2570,964,9636,5032,1071,428,22591,80058,19942,0,57971,42029,1901,14829,9125,38783,16920,2091,50380,32700,56.4,7,62604,27147,4709,41667,45000,13056,321,5889,7281,1713,4176,642,8779,5996,1820,2248,535,1927,857,14561,7066,55032,0
5350307.03,5039,5000,8135,10913,17361,49206,14583,2.3,52988,155957,15144,61009,70769,24615,3077,90.6,73.6,9.4,44885,40224,39.8,34.2,53039,38431,7843,41863,392,1471,392,2059,980,13922,12059,2059,196,16373,60841,39159,0,44944,55056,1884,14726,12329,36986,19349,2740,36301,46918,44.1,13.1,35328,51567,10541,31250,57386,11080,196,2449,5289,881,1861,294,5387,3232,588,979,196,0,196,20470,7248,58962,196
5350307.04,7035,6276,7534,6965,20256,50533,14712,2.1,52129,159153,16364,50000,70000,22857,7143,92,73.3,7.9,51456,42155,32.3,28,57974,34195,10991,27155,2011,1868,1365,2083,790,9339,12644,2586,216,27371,49251,50749,0,47898,52102,1820,10011,11377,42662,19454,2958,44824,43345,53.9,9.8,32504,52073,11940,33113,53808,12748,790,4095,8046,1437,3089,790,11422,6034,1221,1796,144,1365,216,14224,11351,45977,0
5350307.05,3581,3538,6564,4888,28073,51816,8659,1.9,49319,183742,16119,38065,74194,19355,3226,93.9,86.4,6.2,44727,41941,36.3,32.3,55274,37131,4366,41972,986,1408,1268,2394,1268,8028,17465,845,282,17606,56693,43570,0,44828,55172,2249,10634,13906,45603,13906,2045,52556,34560,59.6,8.2,37845,51934,7459,29640,54848,15512,423,1972,5211,1268,1831,282,7465,5775,1690,1127,0,986,282,13380,4648,64789,282
5350307.06,5424,5498,8940,9309,17696,51244,12719,2.3,56780,133396,15403,59524,70213,25532,4255,92.9,79.8,7,49024,39339,38.1,32.3,55775,33991,3662,38592,1690,1221,376,3568,376,18216,13897,2441,0,14836,64912,35088,0,46120,53659,2235,8495,11624,43815,17288,3577,44262,45007,52.8,5.8,46759,39120,9028,31713,53472,14815,282,1784,4507,563,1690,376,4883,3568,563,845,0,1784,751,25446,3756,57183,0
5350307.07,6321,5637,8544,11392,17880,47785,14636,2.7,55182,143987,12576,63415,64815,24074,11111,91.6,69.5,8.3,57920,39104,27.8,24.8,61270,26190,4124,33307,1745,2220,872,4124,159,11340,12450,793,0,26646,57505,42706,0,50851,48936,3347,16039,13250,36960,15481,3208,45467,35146,49.8,9.6,46596,42766,5319,32484,53503,14225,397,5159,11667,1508,3730,1032,8651,6111,1508,1667,159,3492,397,15635,4127,50714,159
5350308.02,4310,4437,9397,11137,11485,48956,19026,2.7,58616,118519,16393,60952,65625,28125,6250,91.4,70.9,8.6,81977,28768,13.4,11.6,70732,10918,4646,8827,929,1858,1742,232,232,6272,4878,697,348,67480,78370,21944,0,72188,27813,3165,13924,17932,37131,14346,2532,54641,28481,56.8,9.6,60773,27624,5525,39612,44321,16620,1278,12892,23229,4413,8711,813,22648,19280,1394,2555,0,1045,465,11614,5459,17538,0
5350308.03,1147,1162,9170,14410,10480,48908,17467,3,61140,111017,14865,60345,66667,16667,16667,93.6,74.4,6.4,96512,36224,12.2,11.8,64384,15982,6849,15525,1370,4110,0,0,5023,3196,6849,0,0,56621,80769,17949,0,74026,27273,2632,13158,14035,37719,13158,0,55263,28947,57.3,8.6,53125,38542,4167,39583,48958,10417,0,11872,27854,5023,7306,1826,16895,10502,2283,0,0,0,0,7306,7306,31963,0
5350308.04,11479,9405,6838,5836,20993,45906,20470,2,50024,167429,18494,44242,68889,27778,3333,89.9,73.9,10.1,46007,29440,33.9,29.4,62334,29237,5191,27551,1464,1242,1020,1597,932,12644,14596,1020,399,31189,58206,41883,0,47197,52893,3049,15091,12195,40396,16845,3049,46687,35110,50.1,10,41323,46855,7375,31596,53312,15201,444,5723,10870,1908,3594,665,11047,7453,1154,2041,177,710,532,17791,5501,46273,0
5350309,6383,6323,9710,11590,14409,49961,14565,2.7,47715,178927,24650,63333,62000,28000,10000,83.9,74.2,16.2,49664,23872,24,20.3,55316,31255,3517,1279,6395,34293,2238,1279,400,3038,5196,480,959,39329,13072,86928,0,56674,43326,7263,19693,22346,29609,4469,279,26778,46304,60,9.2,37049,54262,2623,28407,49425,22332,320,5835,5116,2078,3277,160,23901,6235,5596,3038,560,799,1039,8233,3997,41966,0
5350310.01,3512,3367,9972,11396,11254,46724,21083,2.8,56134,127545,17308,60736,59375,31250,9375,91.3,67,8.8,85120,40576,9.9,9,74080,6775,1620,5744,1767,3535,2651,442,295,884,589,295,0,81443,85081,14516,0,73387,26210,3911,18994,16201,30726,14804,2514,58659,18156,61.1,5.9,67314,25890,1942,40584,47403,12662,589,15317,13549,3682,5744,589,41090,19146,1031,3682,295,2946,1620,7806,1178,11635,0
5350310.02,5048,5201,10396,11584,12970,50396,14851,2.7,52886,149666,20000,65596,63333,28333,8333,87.5,74.5,12.5,60736,27776,18.4,13.9,66998,16501,3682,4378,4478,14527,3881,498,1493,1891,995,0,697,62786,46575,53425,0,67033,32692,8099,24824,19894,25000,7042,1408,39437,27641,60.3,6.8,52532,38608,4008,35654,47046,17300,696,11133,10239,1193,2684,298,22068,24254,3877,5070,497,795,398,9940,3678,21372,0
5350311.02,5823,5930,10129,11159,14421,46438,17768,2.7,45665,196689,22862,63594,58333,29167,13542,79.8,70.8,20.3,49573,21312,21.1,17.6,65744,17388,11419,2768,15744,12370,7699,952,5450,1384,433,173,2076,36159,44965,55035,0,63934,36066,21604,27987,19967,15548,2455,655,30278,20458,51.9,7.3,51000,35400,5000,39200,37600,23000,1471,8131,10554,2336,3374,865,5017,22924,10986,9689,1817,346,1644,7699,12284,23529,173
5350311.03,2651,2648,8679,12453,13962,43774,20566,3.1,50439,165652,15111,62727,60000,25000,15000,81.2,69.5,18.7,64704,28672,14.6,11.6,72812,11173,10987,4469,10056,5587,5028,559,4655,745,931,0,2607,52142,74566,26012,0,80117,20468,18681,31136,22344,13919,4029,733,39560,10623,55.5,9.7,59289,30435,3953,37154,45059,17787,372,6691,8178,2230,1301,372,3532,41264,6320,5948,1673,0,2230,5948,10595,16914,0
5350311.04,6552,6864,10526,11976,14493,46682,16323,2.9,49366,173211,19534,63218,56481,28704,15741,79.6,71.1,20.4,52631,25216,17.6,13.9,64122,18244,6718,4809,17786,16718,6565,1069,8244,2824,229,0,2595,29695,50444,49333,0,67483,32294,19460,26989,20313,16193,1847,852,32670,20881,56.2,7.5,49091,41818,4132,37190,40165,22479,687,7176,6031,1069,1603,305,3893,23130,14962,7176,1069,153,1450,5725,8321,31298,153
5350311.05,6823,6576,11648,10330,25275,43150,9524,2.6,42570,236756,17933,59735,60185,27778,12037,82.8,76.2,17.2,44944,29995,30.6,28.2,55110,30356,28593,3253,21936,5976,7110,1210,2345,2194,1362,151,1589,22466,31907,68093,0,51462,48538,13594,24495,19246,20861,9152,1077,33109,28668,57.3,12.8,38412,50891,6483,33874,37439,28687,605,5749,7262,1286,3480,832,4463,11195,12935,8169,7867,303,1210,8472,30030,14221,0
5350311.06,5744,5695,8355,9399,33768,44560,4003,2.5,36426,323035,12868,49708,51563,29688,18750,91.1,83.1,8.8,46848,33408,32.4,35.5,60976,25988,15055,11606,23717,4878,4794,1009,4037,2944,3953,168,1177,25399,44255,55532,0,50533,49680,4668,20792,16124,31825,11315,1556,49222,25177,59.7,14.5,42882,44597,6861,35163,39623,25043,673,9167,8158,2775,2860,673,7233,9588,11859,5467,6981,673,4037,6812,15643,25063,0
5350312.02,3448,3624,13062,13062,14514,46444,12627,3.2,43400,217083,24920,68142,50000,31429,20000,76.5,71.6,23.5,52192,23808,24.2,18.9,64706,15170,12693,8824,21053,7585,5418,0,17957,1858,310,0,7585,14861,64319,36150,0,67136,33333,30145,30145,19130,8986,2319,0,24638,14493,52.5,12.4,49248,32707,6767,38722,38346,22932,929,7276,4180,464,1238,0,2477,8359,20124,7895,1393,0,774,3406,14396,36223,0
5350312.03,6420,6518,12685,12918,13930,44280,16265,3,44061,211304,22432,64679,55319,27660,17730,75.9,67.9,24.3,52693,25024,21,17.4,67201,12831,7612,2404,22196,4167,15465,481,9295,2564,0,0,3045,29247,51843,48387,0,65127,34873,24100,32864,20970,9233,1252,0,33333,9859,51.9,11.9,57640,32495,2128,42471,35328,22201,1123,7779,6496,2646,1283,160,1764,24619,17482,17322,3528,241,1684,4491,6736,18204,0
5350312.04,5763,5930,13976,15365,13194,42708,14757,3.2,39294,254494,22951,68987,47101,29710,23913,71.3,65.7,28.6,45376,23168,32.6,26.3,58487,15215,9499,4398,28144,1143,8795,616,22691,1319,0,0,6245,13105,37135,62573,0,66959,33041,44007,25224,14490,6440,2504,0,22857,8036,45.8,10.7,50639,34527,3325,43590,35128,21538,264,5629,5541,704,176,0,792,11961,15040,12577,6157,176,1319,2375,12049,31574,0
5350312.05,3836,3803,17340,17340,14472,42634,8344,3,33040,332447,29921,68235,45000,30833,25000,66.8,63.7,33.3,38187,19488,43,35.2,50619,21163,7302,2104,47030,3342,11015,1238,7426,371,0,0,8663,5569,18391,81609,0,57471,42146,34177,28608,19747,4304,1013,506,26010,11616,45.8,18.8,44151,44151,3396,33962,42264,23774,371,6312,6064,1361,2228,0,743,4827,24134,14728,15842,619,7054,1980,13243,16460,248
5350312.06,3444,3626,11321,14659,14369,43541,16110,3.3,43828,211837,20064,66957,44444,29167,26389,72.7,66.4,27.3,50773,23616,24,18,62804,15165,2289,3004,18598,4578,15880,5722,12589,2432,0,286,3004,28183,52315,47685,0,67742,32258,30409,30117,18421,9942,1462,0,27485,12281,47,9.7,50391,37500,1953,38281,42969,18359,286,6581,4864,3004,1431,0,2718,24177,12303,13734,4864,0,3147,10873,2575,22318,0
5350312.07,3076,3226,7317,10407,11707,38699,32033,2.5,44177,195816,24503,56034,51923,25000,21154,69.7,59.9,30.3,42560,18459,22.7,20.1,77362,10098,3257,2606,17427,7818,7980,326,9446,977,0,0,2443,45440,59836,40164,0,70082,29918,28409,26894,18182,9848,4924,0,31439,13636,43.2,8.1,59307,34199,866,38261,42609,19565,0,4397,4560,1140,814,0,3420,41694,11075,7655,2606,0,2606,2769,4235,23127,0
5350313,5554,5496,11791,12421,14041,45635,16202,3.1,49509,169163,22678,62212,54348,29348,15217,81.5,73.1,18.5,60782,28416,15.2,12.7,67207,12613,5676,2432,18018,6667,18288,811,6667,360,0,450,1982,36937,62431,37569,0,70083,29917,19164,29268,24042,12892,2439,0,36348,15478,58.9,7.5,58034,33081,2079,38374,37996,23629,901,12342,9459,2252,2162,450,3694,26937,12793,18559,2613,0,1351,2252,7027,16396,0
5350314.01,5036,5055,16485,12711,15293,46177,9235,3,47686,183558,25307,71098,55882,31373,12745,76.9,73.3,23.1,46080,25536,31.4,24.7,48515,28416,27327,2772,29505,4653,11188,1683,5842,1782,1089,0,3465,9208,21194,79104,0,53274,46726,25000,26504,21429,12406,5263,376,24248,24436,51.4,12.8,56510,33073,1302,39844,39844,20052,297,6337,4257,693,792,0,1881,6832,16040,12079,6733,693,4257,5842,27129,15347,198
5350314.02,4955,5302,10999,12815,15035,45005,16044,3.2,51456,159434,18454,64851,52857,27143,20000,79.3,71.7,20.7,56576,26987,22.1,18.3,65653,16819,32016,2026,19250,5572,5066,507,8511,709,203,203,2330,21277,75080,25240,0,63578,36422,18582,32375,15326,16667,4406,958,28298,20841,52.7,11,60981,26168,2570,42757,39953,17290,507,6389,2738,1420,1420,0,1521,15213,11055,7708,3448,203,4057,2333,31643,17748,0
5350315.01,3368,3333,8915,10253,13224,41605,26003,3,55918,130982,16732,57233,53846,33333,10256,80.9,66.5,18.9,66816,29408,8.6,7.9,76888,8937,14946,1541,6780,2003,9861,1387,3082,2465,308,0,2773,54083,85000,15455,0,75113,24887,18987,28481,22785,13291,2848,633,39241,13608,50.3,6.2,67870,23105,1444,42599,31408,25271,0,6163,4931,2773,2311,308,2619,46687,7396,10632,1387,0,0,5239,15254,7858,0
5350315.02,3543,3666,12694,13822,14669,42595,16361,3.3,54878,140000,17308,68456,57778,26667,15556,72.8,65.1,27.2,50893,26496,26.9,20.5,61461,17765,39742,1291,15208,1148,2726,3730,4017,3587,0,0,1578,24964,62100,37443,0,59817,39726,29851,29254,14925,10149,6866,896,22687,18209,48.1,11.9,62454,24907,2230,47761,33582,18284,287,8739,4871,1003,1433,430,2006,18911,9026,3868,1719,0,1719,10888,38109,7307,0
5350315.03,5505,5526,12171,12897,14078,44051,16803,3.2,51620,157143,18707,66818,51852,27160,20988,77,69.6,23,55351,26016,21.9,18.2,60705,16916,30308,705,19119,4229,8458,529,3524,881,617,0,1586,28899,65294,34412,0,69412,30882,20204,31579,19185,13582,5093,340,29032,19015,52.7,10.4,62284,28017,2371,41595,37500,21121,176,8634,6432,441,1410,176,2467,24229,13480,9251,3436,0,1850,2379,29868,9427,0
5350316.01,3910,4023,9079,10230,13043,42072,25575,3.1,50890,154810,18127,61875,54717,30189,13208,77.4,67.1,22.4,60800,26496,13.1,10.7,72703,11718,9055,4128,7989,4394,9188,1332,18242,666,0,0,4394,37949,82231,17355,0,76349,23651,27676,30548,20627,10183,1305,522,30809,10966,49.5,8.5,65924,19108,3185,47134,35669,17197,667,5200,5733,1733,2000,267,1867,32800,9600,10133,0,0,400,2533,10400,27600,0
5350316.03,5888,5761,15450,13752,16469,45840,8404,3,41549,239633,20896,73034,52308,26154,21538,72.6,69.7,27.4,44727,26048,33.2,24.3,50501,26544,7846,2755,30718,3255,7846,9015,6845,7346,0,0,4424,16945,7868,92132,0,58122,41878,37423,27761,13957,8282,613,307,23277,11639,47.7,13.3,45517,37241,5057,43448,36322,20230,835,9850,5760,1753,1252,0,3255,4841,17362,10434,7346,584,2671,22371,7513,14441,0
5350316.04,4275,4415,14737,14971,15439,40936,13567,2.5,32030,343662,28256,67677,44037,28440,26606,64.9,61.1,35.1,33869,17806,45.8,37.1,60529,14801,9255,5889,34856,1803,9014,962,12620,1563,721,240,5168,12981,25449,74551,0,59403,40597,34694,30357,15306,8929,1020,510,23529,11509,43.5,13.8,54244,34317,3690,42435,36531,21402,1082,8894,5288,1082,962,0,2524,5889,19231,9255,9135,0,4567,7332,10938,22596,0
5350316.05,3992,4148,15288,15163,15163,43484,11028,3,41262,240784,23140,67500,50000,27273,22727,72.2,66.9,27.8,44197,21344,32.6,26.2,56110,19327,14819,1993,33624,3362,11208,1619,11083,1494,249,249,2366,13948,32319,67681,0,56489,43130,32117,27494,19708,8273,1217,0,29927,10219,49.3,14.8,46667,38000,5000,39333,39667,21333,623,6600,5729,2117,1619,623,2864,7223,16812,12578,9340,498,2989,4857,17061,20548,0
