S_CTUID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
5350516.11,4646,4918,8181,12271,13886,46825,18945,3.1,61663,107243,11003,63636,62069,27586,13793,94.4,75.1,5.7,109440,50219,7.3,5.7,75497,7395,9272,9603,2318,2208,883,4525,773,552,2428,993,1104,63355,96897,2759,0,80969,19031,3441,16194,19838,32186,12146,2429,60000,20404,62.6,7.7,79684,12867,2709,54054,32432,13288,882,17310,31863,5402,9813,2205,13782,17530,2646,1433,0,1544,882,7828,9702,17089,441
5350516.16,5533,5118,6594,12737,16531,36314,27733,2.5,53232,149526,13175,46457,57447,31915,12766,90.3,56.6,9.7,76345,49280,14.7,13.1,75220,12293,12098,11024,5073,1073,1561,2341,585,683,878,1073,780,62146,79196,20804,0,70449,29314,5936,15753,23288,28311,10502,1370,56492,21868,46.2,8.5,74652,12813,3621,50975,35376,13649,1365,13938,35575,6725,11501,2729,15692,11696,3509,2729,585,975,1462,3119,12086,15789,0
5350516.17,3583,3586,9623,11018,12831,46304,20084,2.6,54739,136716,19784,56098,52500,30000,17500,90.2,74.3,9.8,71520,44928,16.4,13.3,73813,7482,10776,6753,11782,3305,287,5747,862,287,575,431,1293,56034,80303,19697,0,69697,30682,7317,17344,28184,26016,7046,1897,50949,24390,56.9,8.2,75478,15605,2548,49682,34076,16242,287,17960,24282,3592,6609,1580,16092,13649,8046,1293,1149,287,2730,7615,11494,13937,0
5350516.18,3555,3603,9564,12236,13080,49789,15049,3,61857,105630,20961,63043,54839,35484,9677,90.9,78.4,9.1,91776,44160,8,6.2,75070,6863,3501,6443,2941,5462,1821,3081,0,0,2521,420,560,72549,89256,10744,0,79752,20248,5459,23821,24814,27792,6700,1737,52985,17662,66.8,7.1,76882,13978,1613,51882,29570,18548,1681,22269,40336,6443,12325,3081,17787,14006,1681,2521,420,2101,2101,3641,4062,15406,280
5350516.2,6249,6313,10480,12880,14320,52400,9840,3.3,63183,104401,11488,71429,52381,33333,14286,93.2,85.2,6.8,102074,45952,5.8,4.5,73200,7520,20960,6640,4880,4000,2560,3840,1040,560,400,0,1120,52560,97059,3209,0,82888,17112,6259,22177,24490,28435,8027,1497,48163,23265,69.1,6.6,78487,13947,1632,42878,39763,17211,640,14400,24640,5120,7600,960,10560,17920,4560,3360,400,2160,320,4720,21440,13520,0
5350516.21,2918,3020,8904,15240,14726,49315,11815,3.4,61538,113158,10053,70667,52632,36842,10526,93.2,81.4,6.6,105088,48768,6.3,4.1,77797,3559,18506,5772,5942,2207,1868,4754,509,4244,679,0,509,54499,94944,4494,0,83051,16949,5864,16667,23148,30556,12654,617,56173,21296,66.9,5.8,76677,13099,958,44089,38339,17572,1525,13729,26271,5593,13220,847,14746,19661,4068,2373,2712,2373,1695,8983,18983,9661,0
5350516.22,6967,7045,11342,16870,13927,51184,6676,3.6,61689,112536,11628,78592,51220,34146,14634,94.1,88.4,5.9,101536,47232,7,4.9,68844,7251,21121,4885,6034,5029,3089,6609,1940,1078,1149,431,1796,45833,95918,4337,0,78772,21483,6835,20000,21899,28987,9241,1266,45949,27215,69.3,6.6,79098,11749,1366,45355,36475,18169,1221,11710,19684,4095,7256,790,8405,22270,4813,5244,1006,1724,647,8333,22126,14943,144
5350516.23,5605,5791,9196,14821,15536,49643,10804,3.5,61123,114731,10383,72535,56757,29730,10811,93.3,84.9,6.8,105911,50176,6.3,4.5,73684,6690,24821,5536,7321,4286,1161,4018,2054,625,1250,0,1696,45268,93498,6502,0,84830,15170,5329,20219,23041,30721,7994,1254,50861,23474,66.6,7,74828,15000,1552,45955,36489,17556,535,15700,22837,4550,6690,714,11329,14987,7404,2944,1160,2141,446,4014,25691,15165,178
5350516.24,4081,4225,8701,12745,14828,50000,13725,3.3,63519,104955,9412,68493,60000,28000,8000,93,80.3,7,109312,54656,5.6,4.4,75469,6884,11890,6383,6133,2628,1252,3004,2628,375,1252,501,1126,60701,95868,4132,0,82645,17355,3974,17439,28477,31347,7947,442,58499,20088,67.8,6.7,74533,14019,3271,51869,32477,15654,501,16646,26658,5257,8010,751,15645,22403,5757,4130,250,1252,501,5257,12015,15519,250
5350516.25,3870,4054,9690,13695,15245,47804,13695,3.1,57716,130749,14182,66304,56098,29268,14634,91,75.9,9.1,83968,20992,13.7,10.9,69708,9632,21673,5070,7224,4816,2028,1267,887,3549,507,253,1394,50063,78800,22000,0,78000,22000,7042,21596,26761,23709,10094,469,49061,22535,57.8,8.7,76246,13783,3519,52493,34604,12610,1519,10506,25443,4557,7342,1519,14177,18861,8861,4051,759,506,380,5949,22785,12532,253
5350516.26,6832,7144,10761,12665,16032,47365,13177,3.4,56140,138438,13200,70323,50000,31081,18919,89.8,79.5,10.1,86613,33664,14.4,10.4,72243,8438,20133,10141,11695,4219,1850,4293,1776,1184,888,370,962,39526,80549,19202,0,78554,21446,8468,25403,21774,26344,6586,941,43952,22043,60.2,9.7,73543,15118,4724,50079,33228,16693,592,10733,15100,4515,5922,740,9474,15914,9326,3479,1036,1258,1628,7624,20799,19689,0
5350516.28,4820,4808,8083,16995,15026,49430,10259,3.4,59364,122062,14157,73640,56098,36585,7317,93.9,83.3,6,94336,56256,10.9,8.3,68507,13190,20531,23800,2349,1941,1226,8478,409,613,1634,409,511,36261,89726,10274,0,76289,24055,3670,17431,19083,35780,14128,917,42202,36697,63.5,9.1,74896,17427,1245,47718,33817,18672,511,10327,16769,5010,4806,2147,9611,12474,2863,1125,511,3783,511,7464,21063,30061,0
5350516.29,4857,4880,10082,18004,14918,48045,8951,3.3,53518,154225,15364,76442,52941,32353,11765,91.3,82.8,8.6,79701,24320,19.1,15.2,66040,13271,25078,18704,8673,1881,836,3344,731,1672,418,418,1045,35423,67687,32313,0,75510,24490,4941,17391,22332,31028,13834,1581,42406,35306,58.4,9.7,75120,17703,957,43780,38517,17703,1672,10449,17659,4911,4807,1045,7837,12330,7001,2090,940,2403,1463,6270,25392,22466,0
5350516.3,5931,6014,9941,14996,13564,48863,12384,3.5,63563,104459,8889,72313,58065,25806,12903,95.7,74.3,4.4,110820,51584,9.9,7.4,67337,14154,27638,23786,1005,1256,1926,9548,1591,503,1340,419,0,29313,93452,6845,0,71642,28358,2773,13097,13405,37596,15254,2157,43451,40832,61.1,7,76923,15760,938,45966,34334,19887,586,7119,9883,2429,4690,754,5946,14070,1256,2261,0,5528,921,7370,28141,29481,0
5350516.31,2804,2879,7843,10873,13725,44742,23529,3.2,64008,98403,9143,60265,55556,33333,11111,90.3,69.9,9.7,98240,45696,6.1,5,76234,9872,15722,19561,3656,2194,1097,5850,914,2925,2011,548,0,43693,94857,5714,0,82286,17143,4317,17986,23741,30935,11871,1079,48201,29856,57.5,5.5,79508,10656,3689,53086,31276,15226,548,8592,16271,1097,5302,2194,11335,20658,4205,2011,731,3108,0,6216,15539,27605,0
5350516.32,4951,4939,10606,15758,15455,51717,6667,3.5,59390,124025,12275,76569,48649,37838,13514,94.7,87.5,5.3,100565,51328,6.9,5.7,68362,10275,22279,3662,7223,6409,3866,6409,610,2442,916,305,1119,42319,93972,6028,0,76596,23050,2431,18576,21875,34201,9375,868,46435,32870,70.7,7.2,77127,14934,1512,43019,37547,19623,1017,11801,17803,4781,5900,1526,10173,17599,5799,7223,509,4171,610,7223,23703,14344,0
5350516.37,6099,5526,9180,11885,13770,46967,18197,2.7,56827,127073,17817,61268,62712,27119,8475,88.9,77.2,11.1,63264,39040,16.6,13.7,67002,16750,23096,16318,5690,3849,1423,7448,2594,251,2259,167,837,33808,74444,25556,0,65924,34076,5819,20368,23737,30475,8116,1225,40735,33231,57.7,9,73832,14206,5047,51402,33271,15140,669,9874,11632,3096,2594,669,5523,17238,4686,3180,753,2678,502,7950,23515,25272,0
5350516.38,6517,6396,13968,15426,14198,49117,7368,3.5,62194,109921,12468,75649,53488,34884,11628,92.2,86.3,7.8,81692,48043,15.5,12.7,65668,9677,36943,8218,8372,6605,2304,9908,2611,1152,154,461,1306,19969,76152,24119,0,63243,36757,7143,17995,18819,31731,12500,962,39698,35165,64.8,8.7,75123,17676,1964,46154,32242,21931,307,8756,7988,2688,1920,384,4839,10676,7527,3917,1152,3840,614,9677,37865,19508,0
5350516.39,5168,5132,13746,16941,12972,49177,7260,3.9,64160,101172,11150,78000,56250,34375,12500,92.3,88.1,7.7,95659,47744,8.3,6.6,64852,9647,35244,3629,12989,8309,2101,7259,2865,287,191,0,860,23973,93536,6464,0,74621,25000,5624,20914,21617,29350,10369,703,36555,36907,67,7.5,74510,15294,1961,40313,37965,21722,0,6495,7545,1146,2483,573,5826,16714,11270,2961,1910,2674,573,7736,35817,15568,0
5350516.4,6382,6218,12764,17071,12921,51214,5951,3.6,62661,106815,12567,77244,48889,40000,11111,93.7,88.5,6.2,98176,51840,7.3,5.4,66144,8621,26254,7367,9639,6113,2038,3918,940,1254,235,313,2038,37774,92201,7799,0,78830,20891,6345,19310,24138,30345,8966,414,43586,30621,68.4,5.9,76140,15653,1672,39362,41033,19757,470,11511,16523,2741,4150,1644,9162,17071,9632,4933,1096,2271,1410,5403,26938,16523,548
5350516.41,5734,5059,12554,15606,14647,48736,8195,3.4,61639,111879,11966,75912,52381,28571,19048,92.5,85.4,7.5,80185,48213,16.3,13.2,60680,20314,38361,8980,5405,6364,785,11770,1831,1656,1046,0,1395,19529,79701,20299,0,64072,35928,5124,13043,16304,35870,15839,1398,37170,44790,62.6,9.5,76000,16571,762,43916,36122,20152,610,4621,6888,1656,2092,174,4098,9590,5405,1918,1046,3923,523,15344,39058,19093,0
5350516.42,8626,8498,12986,17971,13507,48348,7014,3.8,62751,108649,9742,79177,53846,34615,11538,92.3,87,7.6,88576,46656,13,9.9,61137,16415,36406,9159,6203,7014,1855,12522,2551,1043,812,0,986,20580,88816,11404,0,68791,31429,5478,15575,17401,35016,12889,1289,33906,44957,63.7,7.7,75375,15250,2250,43680,37547,18899,116,6845,5742,1450,1334,290,6439,8817,4756,3190,638,3944,1276,12761,35383,20708,116
5350516.43,4210,4217,7838,15914,14846,48812,12589,3,56925,134793,13183,71357,60606,27273,12121,92.5,82.2,7.6,76339,43904,14.8,11.2,68037,17466,23402,18721,3653,3311,2169,7991,1484,799,2854,1826,342,30936,82867,17133,0,64685,35315,2277,17184,19462,33747,14907,1656,39959,40787,59,10.1,71033,17632,4030,48363,34257,17380,571,12443,15982,3082,4452,685,5479,12785,2854,2968,457,3196,685,7420,23402,30023,0
5350516.44,5438,4965,8740,17847,14167,46826,12420,3.4,57489,129502,12435,76210,55319,36170,8511,93.6,82.8,6.5,85824,48512,17,14.1,62303,18209,28445,21358,5020,3346,1083,4724,1083,1476,2756,1181,394,28543,78431,21569,0,66993,33007,3352,12104,16201,38734,15456,2235,39292,45438,62.5,8.1,72766,18511,1702,41064,39362,19574,492,6890,12205,2854,2854,492,6004,10039,3445,2264,197,2264,1280,6299,29232,30610,0
5350516.46,7625,7371,13377,18623,13508,47934,6557,4,63936,103699,8879,80654,50000,36111,13889,94,85.9,6.1,103680,43904,12.3,9.6,60827,13780,37927,10564,3215,6037,919,16535,1509,919,328,0,1509,18438,92308,7692,0,70557,29708,4674,12423,14268,41697,12177,1845,34563,48339,61.3,8.8,75734,15147,1082,43981,37191,18981,525,3871,4199,722,2034,197,4921,8333,2887,2034,591,10433,525,13451,38320,19948,131
5350516.47,5127,5029,13073,18634,13268,48488,6537,3.8,63556,104960,8997,82258,51852,33333,18519,93.5,87.1,6.6,97536,46976,13.7,10.4,61756,13756,30732,12195,6341,7220,293,11902,1268,0,1366,0,1268,23707,92937,7063,0,69663,30337,5405,13514,14595,38018,12793,1081,35676,45405,61.5,9.6,75964,15873,454,44898,36054,19274,292,5653,6238,1365,2632,292,6140,11014,5848,1072,1365,5068,1559,13255,32066,23782,195
5350516.48,6661,4307,15379,17554,13128,45986,7877,3.8,62774,106041,10963,81967,51282,28205,20513,91.8,82.3,8.2,84261,44672,16.9,13.3,56207,17974,43064,11280,3354,5716,305,17759,1372,686,991,534,152,12957,76968,22741,0,54971,45322,5831,11516,11079,43586,14723,1895,27843,54810,59.2,8.6,74514,15759,1751,49123,34113,17154,457,5335,4726,1296,1601,229,2439,4421,2363,1372,915,7546,1372,15244,41540,20655,229
5350516.49,8971,7525,14827,16332,13880,48885,5964,3.4,61801,110928,13308,76029,53125,32813,15625,92.8,86.4,7.3,77312,48192,18.5,14.6,59294,17595,31054,9377,7832,6288,2758,15444,2041,1213,1710,110,1103,17871,76059,23941,0,57011,43173,4851,13663,18515,36139,13465,1683,36436,44950,62.6,9.4,72911,17975,2025,46709,34430,18734,0,5240,6012,1158,1820,110,4744,8439,5130,2978,1986,7557,827,14617,31881,21622,0
5350517,1678,1719,10149,13433,12537,47761,15821,2.9,60000,113095,16071,61446,52632,31579,10526,91.5,69.8,8.6,84864,48000,11.9,9.8,68343,12130,6805,10059,3254,4734,1183,5325,0,2071,0,592,0,62130,80357,19643,0,66964,33036,6417,20856,19786,22995,10695,3209,51872,20321,56.7,10.1,75000,19286,1429,46099,30496,23404,1183,11538,27219,6509,9467,592,28107,13609,3254,1479,592,1183,0,8284,7988,18343,0
5350518,4236,4420,11098,12279,16057,46635,13932,2.7,50212,165730,22792,63584,62069,24138,13793,82.4,71.2,17.5,49810,22432,25.7,20.6,65590,17019,19030,10448,7960,7836,3358,2488,871,498,1368,249,995,43284,41935,57742,0,64516,35161,12443,24887,21946,21267,7466,452,33258,29186,54.1,10.1,61517,28090,1966,46348,38202,15449,994,8571,17640,4845,6460,621,11677,16770,7702,3602,1118,994,497,3230,18758,21615,0
5350519,3810,3931,10761,11680,14042,49738,14042,3.1,56250,131667,18280,65143,72093,18605,9302,87,76.9,13,70656,33728,12.7,10.8,67647,15107,17781,9626,4412,7487,2807,4412,3075,535,267,0,668,47193,81452,18548,0,73790,26613,9762,23571,26429,18810,8095,714,36905,29762,60.7,8.8,73442,17886,1897,46467,36685,17120,2003,10013,16155,2403,5741,534,11348,19893,5340,2403,0,534,0,5340,17891,21095,534
5350520.01,5483,5583,10493,13869,14781,46533,14416,3.4,56627,133075,16667,68675,64407,27119,10169,83.7,74.1,16.3,67214,29120,16.1,12.5,64063,16059,27170,12674,8333,7726,3038,1736,3993,1302,174,0,1302,30816,78419,21581,0,66970,33030,10167,28833,21000,22000,6000,1667,31000,30167,57.7,9.7,66085,20349,3876,51357,33527,15116,174,9375,9722,1910,3559,347,7726,15885,7639,3559,347,1302,434,5122,28559,25434,0
5350520.02,7102,6742,9078,11682,16397,47643,15341,3,57025,131412,14914,65282,59375,28125,10938,88,77.5,12.1,67182,33984,19.5,16.1,69182,15867,20663,15374,4866,10085,1693,7475,3808,2609,846,282,423,29690,76231,23340,0,68455,31330,10633,18861,22658,29747,7468,633,37896,32573,56.6,10.2,70846,17868,3448,48276,37147,14420,212,3176,4446,1059,2399,0,9951,16867,3317,2541,1482,1482,706,11291,20536,32604,0
5350520.05,3637,3744,10316,11692,14580,48281,15268,2.9,53431,149235,20629,65409,56250,31250,12500,84.9,75.5,14.9,61330,32192,16.6,12.5,67611,14575,20676,3514,12027,10000,3378,6892,1892,1081,1081,270,541,34865,59524,40476,0,65079,34921,13615,23005,18779,25587,7512,1408,34742,28873,59.9,9.5,63380,23944,3099,47175,35593,17232,810,7827,11336,2834,1754,0,11471,19703,8097,4049,2429,810,0,8097,22537,19433,270
5350520.07,5198,5040,17308,10577,12981,48365,10865,2.6,57054,123195,23256,71560,64407,25424,10169,83.9,78.6,16.1,47653,27157,32.6,25.5,52488,28488,45268,4585,5171,4780,2439,9561,1659,3512,585,195,1463,18927,45980,53769,0,48866,51134,8496,19823,15398,29912,16283,354,25972,45760,53.3,11.5,53500,36500,3750,40852,41353,17794,487,5068,5263,1267,2632,487,6140,7115,4288,3119,1365,1657,195,15595,44932,12378,0
5350520.08,6304,6475,9833,11340,14116,51864,12688,2.7,56250,132836,18511,66096,67188,28125,6250,89.3,84.9,10.7,68070,23130,16.6,13.3,69683,13016,21253,7851,6503,11023,2220,4044,3093,2062,1190,0,1903,36796,68764,31020,0,67462,32755,8412,23202,19674,28087,7191,950,35142,33243,63.3,5.8,65957,24772,1672,42792,35508,21700,1111,6190,6984,635,2937,476,16825,16032,5159,2857,1032,1349,1190,6349,21746,25794,0
5350520.09,7125,6448,12421,7930,15719,52842,11228,2.2,55172,137805,22514,53968,68254,22222,7937,90.4,81.5,9.6,53539,44743,27.9,22.2,57654,30337,25088,10401,5200,6254,3022,15671,1897,1405,1897,351,2038,25228,59049,40798,0,53763,46390,4633,15141,16949,35932,14463,1356,38826,41535,59.1,10,64939,26220,3506,45427,37348,17530,772,5337,7022,1966,2739,772,6531,12570,4916,4143,983,2317,702,18118,26264,21980,140
5350520.1,9663,9200,12106,9467,18158,49198,10916,2.4,55514,138272,19215,57882,63441,25806,10753,90.1,80.6,9.9,54480,48299,30.4,26.4,57276,29777,29829,10668,4505,4195,3055,16468,1657,1864,2227,311,932,22475,64742,35381,0,51415,48708,3853,15937,17601,36165,13047,1226,39439,40841,57.9,11.9,69487,19785,4529,47795,33850,18355,466,5435,6677,1242,2277,311,6159,11594,3571,3830,1035,5176,983,16977,30021,19876,0
5350521.01,5684,5665,10818,10290,13017,48725,17062,2.4,55532,131391,23709,57588,68254,22222,9524,84.8,73.5,15.2,52817,38869,24,19.6,61620,25088,27729,4225,5194,4313,5634,12588,1232,1849,792,264,968,33275,53118,46882,0,54310,45690,8373,18799,19431,28120,12638,948,32859,40126,54.1,9.9,61134,28340,5263,47571,35830,16599,440,5458,10211,2993,3521,352,9067,14877,4049,6690,528,3873,1496,17077,28169,11796,0
5350521.02,3483,3513,9756,10187,12339,46915,20660,3,61046,107182,19048,60112,57143,37143,5714,86.5,73.3,13.5,75605,35712,8,6.7,76935,7738,13244,2381,5804,7738,4315,298,1042,0,0,298,298,61458,92340,8085,0,76596,23404,7337,24457,27446,17935,7337,543,41848,26630,60.3,6.9,73235,17059,2059,47941,34412,17647,1190,9524,16815,2381,7738,595,23363,24851,5952,5506,298,1190,298,1488,12649,13690,0
5350521.03,4995,5072,10210,12212,16316,48549,12913,3.3,53618,151106,17092,70093,63934,24590,11475,85.9,79.1,14.3,69348,35456,14.5,11.7,69026,13231,27385,4410,7590,14154,5333,2974,2872,2154,205,308,2256,28308,82000,18333,0,65552,34783,9612,25693,19224,24584,5915,555,31608,33272,62,8.4,60288,27984,3292,45062,38066,17078,410,7795,10769,2872,2667,205,10051,12000,5641,6872,1333,1744,1128,5641,28103,23179,513
5350521.04,6604,6465,10901,10749,13020,47615,17638,2.8,55858,129919,20370,61433,55128,34615,8974,86.4,76.4,13.6,63680,38240,15.9,11.6,71341,10651,9648,4135,6126,8499,2833,4671,2603,1072,842,459,1302,55972,70968,29032,0,67241,32759,10267,23207,25879,21378,6892,563,42053,24613,61.3,8.5,72276,18109,2404,49120,37440,13280,1379,12184,14253,3908,4828,843,24598,19540,5747,4521,307,230,996,7280,8966,18161,0
5350521.05,4201,4267,9881,9643,12381,52381,15714,2.4,50557,156749,27528,57714,66071,26786,7143,84.8,75.2,15.3,50375,31147,19.5,14.9,68677,15545,16357,1508,5452,10789,3596,1740,4524,696,1856,0,1392,50696,50838,49162,0,60784,39496,15625,25391,24414,18555,4688,0,31384,27485,59.6,6.4,63232,25995,4450,43794,38407,17564,928,8701,13805,3016,3364,928,22506,15661,5568,4756,464,232,464,4640,15313,19838,0
5350521.06,5575,5184,11928,8251,13722,46188,20000,2.3,54818,129297,26128,53815,66071,23214,8929,82.5,72.4,17.6,46062,24960,29.4,23.7,62118,26661,21903,5027,7002,4758,6553,10592,1077,2513,808,449,1526,36535,25562,74438,0,51025,48975,8059,21217,18914,25987,12171,1151,31301,39374,51.8,10.5,61454,27533,5947,51542,33040,16079,628,7810,12926,3052,4847,359,11670,12029,6373,7989,987,3411,269,14452,21813,13106,0
5350522,6008,5957,9734,10732,10732,46589,22130,2.7,58090,117114,20698,55670,66667,24638,8696,85.3,71.1,14.7,66731,31936,13.6,10,70833,12167,5333,9917,5583,3333,1167,2167,3000,333,1333,333,583,65333,79043,21185,0,72727,27045,13924,23259,21994,22468,6329,316,39873,23101,54,6.4,72361,18234,4607,53831,34483,11303,833,10417,17167,2083,5583,583,21250,27917,3917,2000,833,667,917,3250,5167,18500,0
5350523,6170,6110,10940,11426,11183,46596,19773,2.5,52816,142647,25051,56818,65823,22785,11392,84.4,68.1,15.6,54290,32992,19.3,15.5,69044,13776,7461,3731,7867,2514,3812,1217,3487,1135,1298,730,243,64801,44223,55777,0,59481,40719,11875,25938,22656,17969,6719,1094,38906,23125,54.2,9.1,69680,19774,3202,54991,32768,12241,1379,12247,21006,4217,8273,1541,22790,22628,4947,4623,1054,406,1622,3731,7705,12976,0
5350524.01,4737,4896,9820,11932,12883,48891,16156,2.8,54340,138426,21978,63507,54545,32727,12727,86.9,77.8,13.2,66133,29376,16.5,12.5,73741,9003,7181,7610,6860,9218,3215,3323,6109,0,750,322,1715,52626,79641,20359,0,67665,32335,11961,30392,21765,19804,5882,0,32681,24658,60.1,9.6,65169,22472,3371,44719,37753,17303,1609,11588,15236,2039,5901,536,22639,13841,6652,4506,536,0,215,4399,7403,24678,215
5350524.02,3579,3668,8799,8520,11453,46229,25140,2.3,54167,134024,24476,50909,67500,25000,10000,83.9,63.1,16.2,53867,33248,17.7,13.7,72486,14804,11872,1816,4190,5587,2095,4190,2793,279,279,279,419,65084,61538,38141,0,66987,32692,14021,24603,20370,21958,7407,1058,32891,28912,54,7.2,60436,24922,5607,47813,35313,16563,698,11173,19553,1816,7682,698,25419,17598,4050,4190,698,1536,279,5447,11592,11592,0
5350525.01,3450,3537,12464,14348,12609,45942,14493,3.1,54219,143709,20392,65068,54167,33333,14583,82.9,71.8,17,56576,31552,23.3,18.7,64902,15582,17372,5136,9819,6495,2417,1813,5438,604,453,453,1208,47281,55357,44196,0,66071,33929,16910,28280,19242,18076,6122,1166,29360,25581,53,9.5,63569,21933,5204,48327,34201,17100,1210,9380,14523,4387,2572,1059,13011,20575,4387,3480,2874,303,1362,4690,16188,18759,303
5350525.02,4662,4550,12969,9646,12433,46945,18006,2.5,55570,128538,25740,57635,59574,29787,12766,81.3,71.1,18.8,47424,25216,26.2,18.8,66378,17946,17405,2595,4541,4649,1946,1730,1297,973,1622,216,1514,60649,39835,60165,0,61983,38017,10934,28628,21670,18688,8946,795,33797,26839,56.5,9.7,65542,20482,4096,51683,34615,13942,2054,11135,14703,2919,5081,1297,21946,24108,3135,2703,865,1297,1081,1838,16432,11459,216
5350526.01,6042,6318,12500,15149,12997,48427,10844,3,53918,145315,21076,73016,56962,29114,15190,83.7,75.7,16.3,55150,30272,22.2,17.1,62324,15851,20681,4817,8140,5150,2741,2326,8306,249,664,249,997,44103,45614,54386,0,59750,40000,15653,26140,20061,17325,7447,304,28267,29787,58.5,11.4,60634,25560,3358,47761,36381,15858,498,12791,12375,3571,3405,914,18189,12375,6478,3987,1163,166,0,4651,20515,19684,0
5350526.02,3557,3452,13502,14205,11814,49648,10970,2.7,58584,122054,20601,63975,60526,28947,10526,88.3,78,11.7,53504,32128,27.3,19.5,58764,19397,21264,7328,5316,5172,3017,2443,2443,718,0,431,1006,49569,34351,65267,0,56870,42748,11170,22872,19681,23670,9574,1064,31649,34043,56.3,9.1,65068,26370,2740,51027,31507,18151,1149,7615,15805,4023,5603,431,13506,20259,4454,4454,0,575,1149,6897,20977,15517,0
5350527.01,10665,7324,9423,7501,22738,47257,13080,2.2,55013,141715,16567,49691,63636,28409,9091,90.6,80.9,9.4,52332,37856,27.8,25.2,59154,30766,25392,14646,5516,6182,1854,9558,2520,903,1474,571,1331,28198,50896,48999,0,48995,51005,5138,16364,18656,34071,13992,553,41074,37599,56.7,9.8,67565,21036,4145,48601,33782,17617,666,6372,7941,2330,2996,476,6990,14170,4517,3186,1141,2758,476,11270,26296,26391,285
5350527.02,5258,5362,7700,10266,10646,43346,28137,2.8,57860,116226,15803,56917,62791,27907,9302,86.3,70,13.7,73877,35968,12.3,9.4,75302,8669,12298,6855,2218,2419,1613,806,1008,907,907,504,0,68649,81408,18873,0,70704,29577,7510,23123,22925,22925,9091,791,46245,23320,54.4,6.8,72811,16820,3917,52074,34101,14055,0,8661,12085,2417,2719,403,24673,31823,1611,2216,201,1208,201,3625,12185,12387,403
5350527.03,8677,7003,10086,8934,18386,48588,14006,2.5,55309,138761,18797,55216,62069,29885,9195,89.5,79.6,10.5,58656,42222,21.7,18,63265,23499,23834,5536,4779,6760,3788,9266,2098,1807,1224,524,816,38228,61980,37877,0,57514,42486,6823,19201,17544,30994,11111,780,38012,35965,62.2,8.7,67456,20710,5562,54083,31361,14556,466,5536,7809,1224,3322,350,10897,21212,4138,4312,1107,2855,291,11830,24126,17424,0
5350527.04,5778,5868,8737,10727,12543,49394,18339,2.7,58693,118322,20874,60140,63793,29310,6897,91,76.6,8.9,84070,41024,8.9,7.1,78291,6154,6838,5214,4872,1197,855,1197,598,427,2051,256,427,75128,73872,26128,0,76247,23753,5255,22411,21947,26893,10665,1082,49923,22411,64.8,6.2,74503,16225,3311,52318,32616,15066,1708,12041,20325,4697,8967,1452,27754,29974,4526,2562,427,427,769,2647,7259,10248,0
5350527.05,5629,5905,7549,9947,11279,47336,23801,2.7,59919,111486,18434,55052,62963,29630,7407,87.6,71.9,12.5,75904,39322,9.3,7.1,78752,6691,9321,8235,4525,2443,1176,2896,452,543,1086,543,995,66244,80535,19221,0,76156,23844,8418,23737,23401,22391,9259,673,46723,21176,58.2,5.4,73152,16732,2724,54475,28988,16926,633,5520,11041,1900,3529,362,21448,36471,3077,1900,814,1086,1538,4615,9593,14027,181
5350527.06,3979,4186,7789,10050,12814,46985,22487,3,57143,127000,13667,64865,63636,25000,11364,87.7,74.9,12.3,79104,28160,11.1,8.5,76729,8378,13830,8511,5984,3590,798,665,1463,1729,798,0,532,59707,81048,18952,0,79352,21053,7933,22356,22115,23317,6490,1202,42788,26923,60.7,6.4,71768,17414,2902,55409,27441,16887,533,6791,7856,2397,3329,266,30493,22503,4794,2663,799,266,533,3196,13981,17710,0
5350527.07,4916,5171,10885,12818,12818,47609,16175,2.9,55597,135398,19444,61261,55714,32857,11429,85.4,73.3,14.7,67129,33621,14.7,10.4,70876,10591,9267,1324,9674,9267,6212,1833,916,1018,0,407,815,55601,59940,40060,0,70181,29518,11932,26326,21780,21402,5114,379,36932,25000,59.3,7.8,68996,21179,2838,52620,29476,17904,1835,8869,11519,2854,4893,612,17635,30785,8053,6830,1733,1019,815,4383,10601,14985,0
5350527.08,4172,4501,7554,10432,15707,49640,16787,3.2,58424,125349,14984,65072,55556,27778,16667,88.7,77.4,11.4,84096,25728,10,9.2,74539,12669,14760,14514,8118,7134,1353,3075,3813,861,1230,0,4674,38499,91339,9055,0,77953,22441,12716,21121,21121,23707,6250,862,43413,22462,59.4,7,70647,18905,2736,48507,34080,17413,862,11207,10714,3079,2586,493,7635,20813,9729,2217,739,1232,2094,5049,16010,28202,0
5350527.09,3415,3587,9370,11567,14056,48755,16398,3.1,58048,124189,18367,60606,62500,32500,7500,89.2,74,10.7,83712,39723,11.7,9.2,70780,11915,12500,19176,6676,11222,2273,4545,852,1136,852,0,1136,37216,80269,19283,0,75676,23874,8772,27068,22556,25063,8521,1003,40500,23750,58.7,6.9,69697,18485,3333,45152,38182,17273,0,10085,14915,2131,3267,568,10938,17045,5966,4972,994,1136,2131,5540,12216,33097,0
